Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
Eden Ben Zaken,◊™◊ñ◊ô◊ñ◊ï,42.0,0.732,0.904,8.0,-4.106,1,0.0492,0.146,3.07e-05,0.143,0.816,105.014,221827.0,4,9
Karnatriix,Entharo Pallavi & Charanam,28.0,0.66,0.475,7.0,-10.152,1,0.0299,0.751,0.916,0.108,0.214,123.031,294013.0,4,6
Inhaler,When It Breaks,54.0,0.429,0.964,2.0,-6.165,0,0.0901,0.000453,0.00268,0.191,0.206,146.048,220587.0,4,10
Charming Liars,White Leather Electric Chair,,0.594,0.733,9.0,-6.379,0,0.0467,0.00681,1.63e-06,0.0588,0.649,104.006,207106.0,4,10
Chris Marshall,Tun Up,42.0,0.745,0.828,2.0,-4.041,0,0.0594,0.214,7.25e-05,0.0667,0.853,94.913,226867.0,4,9
Friedberg,Lizzy,40.0,0.5,0.817,1.0,-5.876,1,0.0457,0.000255,0.0922,0.136,0.48,130.978,230127.0,4,6
To The Grave,(‚Ä¢REC),39.0,0.174,0.821,9.0,-7.16,1,0.116,1.54e-05,0.0353,0.0926,0.16,73.179,163200.0,4,8
ABSOLUTE.,Convalesce (feat. REGALJASON),42.0,0.57,0.804,8.0,-6.739,1,0.037,0.00611,0.784,0.114,0.0795,122.991,249148.0,4,1
Billy Joel,She's Always a Woman,70.0,0.292,0.324,3.0,-11.996,1,0.0346,0.797,0.000473,0.12,0.384,176.631,3.35621667,3,0
Laura Marling,Devil's Resting Place,42.0,0.397,0.58,2.0,-12.208,0,0.0543,0.511,0.0285,0.0974,0.643,89.57,194480.0,4,2
Seas on the Moon,Door to Life (2017),23.0,0.508,0.958,11.0,-4.543,1,0.0515,5.14e-06,0.742,0.509,0.317,115.002,264000.0,3,8
Miri Mesika,◊™◊©◊ô◊ù ◊™◊©◊ô◊ù,20.0,0.609,0.768,6.0,-5.057,0,0.218,0.194,,0.145,0.339,90.036,220440.0,4,9
Young K,Insomnia,43.0,0.499,0.653,1.0,-2.258,1,0.0666,0.0702,,0.145,0.626,184.037,185040.0,4,10
Alabama Shakes,Hold On,59.0,0.575,0.666,5.0,-5.425,1,0.0301,0.206,0.341,0.0852,0.546,88.311,226187.0,4,9
ROMES,Chillthefuckout.,,0.671,0.756,2.0,-5.914,1,0.0504,0.00178,0.00224,0.273,0.277,110.016,167000.0,4,1
Big Brother & The Holding Company,Piece of My Heart,69.0,0.443,0.727,4.0,-7.951,1,0.145,0.263,0.000141,0.169,0.566,160.82,253333.0,4,2
Skid Row,Slave to the Grind,1.0,0.486,0.977,7.0,-7.566,1,0.105,6.8e-06,0.355,0.242,0.307,133.173,208667.0,4,8
Mt. Eddy,Metaphor,39.0,0.558,0.921,4.0,-4.409,1,0.0639,0.0234,0.00035,0.154,0.357,93.468,211087.0,4,1
The Hollies,Long Cool Woman (In a Black Dress) - 1999 Remaster,69.0,0.757,0.868,9.0,-9.326,1,0.062,0.411,0.00221,0.355,0.815,138.923,199200.0,4,10
Attila,Clarity,57.0,0.45,0.993,6.0,-2.216,1,0.292,3.45e-05,0.0308,0.451,0.217,160.029,211875.0,4,10
Bad Habits,Let It Roll,31.0,0.524,0.977,,-2.723,1,0.0874,0.000462,1.5e-06,0.26,0.415,102.525,154531.0,4,8
Humbear,Take Your Time,43.0,0.426,0.484,7.0,-12.239,1,0.0397,0.152,1.13e-05,0.151,0.509,123.578,3.40898333,4,0
Central Cee,Gangbiz,62.0,0.74,0.679,11.0,-5.397,0,0.162,0.708,,0.111,0.783,141.893,150000.0,4,5
Itay Levi,◊ò◊¢◊ô◊™◊ô,24.0,0.428,0.703,3.0,-5.042,0,0.0584,0.311,,0.0815,0.489,175.799,301327.0,4,9
Chain Reaction,"Mick Flannery, Susan O'Neill",43.0,0.333,0.58,7.0,-7.553,1,0.0265,0.617,0.408,0.258,0.655,180.227,3.336033333,4,0
clipping.,Say the Name,53.0,0.455,0.426,2.0,-9.406,1,0.0475,0.172,0.0843,0.168,0.04,84.643,299605.0,4,5
Tuna,◊í◊ù ◊ñ◊î ◊ô◊¢◊ë◊ï◊®,47.0,0.56,0.62,11.0,-7.778,0,0.089,0.36,0.000106,0.1,0.411,156.178,302939.0,4,5
Patient Sixty-Seven,Antisocial,45.0,0.542,0.99,6.0,-3.22,1,0.145,0.00324,6.07e-06,0.285,0.749,151.957,154243.0,4,8
Ehud Banai,◊ñ◊≥◊ê◊ü ◊ñ◊≥◊ê◊ß ◊û◊ï◊ü ◊ê◊û◊ô,15.0,0.332,0.622,4.0,-7.538,0,0.0357,0.481,0.000335,0.109,0.242,179.756,260758.0,3,10
Rory Gallagher,They Don't Make Them Like You Anymore,35.0,0.578,0.784,9.0,-8.238,0,0.0367,0.0637,1.01e-05,0.303,0.912,88.559,244557.0,4,2
The Knickerbockers,Lies (are breaking my heart),34.0,0.491,0.696,9.0,-10.114,1,0.0301,0.707,,0.211,0.893,144.765,165360.0,4,6
Cro-Mags,Hard Times,42.0,0.224,0.996,9.0,-4.578,1,0.131,0.00326,0.896,0.0305,0.207,214.396,96026.0,4,8
SAFE,Trap Smarter,45.0,0.542,0.339,7.0,-11.49,0,0.477,0.73,,0.105,0.765,182.089,94892.0,4,5
We Are Scientists,The Great Escape,46.0,0.472,0.925,9.0,-4.57,1,0.0415,0.000305,4.44e-06,0.0755,0.746,146.97,198833.0,4,6
Paul McCartney,No More Lonely Nights (Ballad) - Remastered 1993,53.0,0.32,0.428,5.0,-14.262,1,0.0536,0.00349,0.000276,0.519,0.411,172.603,312733.0,4,10
Thornhill,Reptile,39.0,0.467,0.985,11.0,-2.347,0,0.211,6.36e-05,0.0101,0.378,0.258,125.06,224160.0,4,8
Patti Smith,Free Money,45.0,0.343,0.718,9.0,-7.632,0,0.0918,0.0585,3.49e-05,0.157,0.452,77.772,232040.0,4,1
Hayley Kiyoko,Found My Friends,61.0,0.621,0.724,11.0,-4.528,0,0.0315,0.005,,0.133,0.39,96.005,214049.0,4,9
UniBe@t,This Is Just a Test,33.0,0.671,0.539,11.0,-12.448,0,0.328,0.000242,,0.181,0.677,114.009,363156.0,4,6
"Anja Lechner, François Couturier",Flow,39.0,0.249,0.0387,1.0,-25.66,0,0.0453,0.992,0.907,0.0747,0.0511,117.595,6.33555,4,7
The Glorious Sons,Closer To The Sky,49.0,0.629,0.881,7.0,-4.525,1,0.0731,0.003,0.00716,0.109,0.454,93.933,206360.0,4,10
Ricky Nelson,Poor Little Fool - Remastered,56.0,0.474,0.338,,-11.528,1,0.0299,0.648,,0.13,0.81,154.596,153933.0,4,10
Whitesnake,Too Many Tears - 2020 Remix,29.0,0.572,0.751,,-5.39,1,0.0313,0.248,0.000168,0.109,0.391,92.072,345445.0,4,10
Accept,The Best Is yet to Come,46.0,0.402,0.647,11.0,-7.243,0,0.032,0.00281,1.77e-05,0.111,0.508,167.973,287467.0,4,8
Tender Organs,Amythyst Kiah,40.0,0.391,0.519,5.0,-7.452,0,0.0354,0.508,4e-05,0.0842,0.337,135.018,4.753333333,4,0
Blur,The Universal,54.0,0.317,0.571,9.0,-7.669,1,0.0283,0.158,2.95e-06,0.0848,0.234,163.036,240120.0,3,6
Katy Kirby,Juniper,44.0,0.695,0.535,8.0,-9.149,1,0.0302,0.535,1.26e-05,0.238,0.811,116.03,159453.0,4,1
Grizfolk,The Ripple,47.0,0.589,0.781,1.0,-6.533,0,0.0243,0.00378,0.000745,0.0772,0.687,102.047,204442.0,4,10
Tyler Rich,The Difference,,0.538,0.764,9.0,-5.235,1,0.0556,0.12,1.41e-06,0.111,0.699,169.919,3.131116667,4,4
Jefferson Airplane,Somebody to Love,71.0,0.504,0.578,4.0,-9.302,1,0.031,0.408,,0.321,0.654,132.411,2.914,4,10
Gin Wigmore,Man Like That,40.0,0.607,0.885,8.0,-3.086,1,0.0763,0.00091,0.00391,0.558,0.539,103.047,170467.0,4,9
Tyler Lawlor,St Martin,45.0,0.466,0.161,2.0,-14.696,1,0.045,0.989,0.945,0.12,0.322,127.806,2.779916667,3,7
Sir Sly,Loverboy,44.0,0.669,0.786,6.0,-6.459,1,0.0871,0.306,0.0596,0.383,0.738,88.997,163813.0,4,9
Pixey,Free to Live in Colour,42.0,0.553,0.74,9.0,-5.54,1,0.0363,0.0987,,0.134,0.656,115.957,194313.0,4,1
Lata Mangeshkar,Vande Mataram - Female Vocals,9.0,0.369,0.387,5.0,-11.381,0,0.0359,0.993,0.702,0.129,0.746,167.715,2.974383333,4,3
Bryan Adams,Cuts Like A Knife,35.0,0.468,0.462,7.0,-17.189,1,0.0262,0.0199,4.48e-06,0.584,0.588,95.99,5.3,4,10
Story Of The Year,Until the Day I Die,66.0,0.597,0.931,11.0,-4.591,0,0.0984,0.127,,0.0504,0.534,92.003,235200.0,4,10
Gavin DeGraw,I Don't Want to Be,64.0,0.423,0.862,,-5.13,0,0.0695,0.00791,,0.133,0.462,154.746,217760.0,4,9
Inhaler,Fade Into You,56.0,0.468,0.362,9.0,-10.704,1,0.0262,0.29,0.00529,0.128,0.257,140.031,315491.0,3,10
Gedy Ronen,◊õ◊ó ◊¢◊ú◊ô◊ï◊ü,21.0,0.696,0.749,7.0,-6.079,0,0.0353,0.00125,2.75e-05,0.235,0.637,115.931,271900.0,4,10
Buddy Whittington,Pay the Band,32.0,0.692,0.791,9.0,-4.895,1,0.0494,0.155,1.46e-06,0.239,0.41,118.14,273427.0,4,2
Holly Golightly,There's an End,35.0,0.719,0.58,7.0,-7.694,1,0.0281,0.0393,0.769,0.0945,0.761,118.683,213800.0,4,9
Anthrax,Madhouse,61.0,0.329,0.885,9.0,-10.661,1,0.0904,0.0242,0.00433,0.735,0.481,163.538,259760.0,4,8
Scorcher,Trend Setters,18.0,0.703,0.934,7.0,-5.045,1,0.315,0.0194,,0.282,0.613,97.654,282400.0,4,5
Sipper,Cure,22.0,0.615,0.527,3.0,-8.182,1,0.0308,0.16,0.921,0.142,0.503,144.937,159125.0,4,9
BANNERS,Someone To You,79.0,0.52,0.903,2.0,-5.497,1,0.042,0.00517,,0.254,0.652,74.988,219801.0,4,9
"Gene Vincent, The Blue Caps",Lotta Lovin',43.0,0.565,0.495,7.0,-14.611,1,0.0506,0.766,0.000111,0.287,0.952,168.21,2.19955,4,10
All Them Witches,Fishbelly 86 Onions,35.0,0.202,0.839,7.0,-8.0,0,0.0845,0.0205,0.0792,0.0935,0.481,72.236,362227.0,4,10
All Time Low,Monsters (feat. blackbear),77.0,0.369,0.845,,-3.449,0,0.0611,0.0493,,0.416,0.782,78.532,174068.0,4,10
Chaos (feat. Plàsi),"Axel Flóvent, Plàsi",39.0,0.391,0.291,8.0,-9.408,1,0.0326,0.867,0.00207,0.104,0.107,121.171,4.110066667,3,0
The Stone Roses,Waterfall - Remastered,62.0,0.491,0.686,11.0,-8.22,1,0.0289,0.0236,0.263,0.451,0.437,103.715,278827.0,4,6
There,Swimming Backwards,27.0,0.68,0.596,5.0,-8.342,1,0.031,0.522,0.889,0.111,0.124,120.953,222378.0,4,1
The Rolling Stones,Street Fighting Man,57.0,0.583,0.855,,-7.213,1,0.0333,0.1,0.0177,0.262,0.69,128.178,195147.0,4,10
Evergrey,Where August Mourns,42.0,0.37,0.963,2.0,-5.773,1,0.1,3.05e-05,0.000815,0.146,0.305,200.317,331907.0,4,8
Destroy Boys,Crybaby,61.0,0.416,0.944,1.0,-2.485,1,0.0394,0.000302,,0.306,0.624,97.018,190927.0,4,6
namesbliss,Strikers,23.0,0.596,0.765,1.0,-4.064,1,0.342,0.0533,,0.268,0.32,96.762,158897.0,5,5
Asha Bhosle,Kahe Dil Ye Diwana,,0.456,0.298,11.0,-12.464,0,0.0895,0.983,0.497,0.231,0.811,133.859,3.425966667,5,3
Foo Fighters,Run,61.0,0.365,0.892,4.0,-8.036,0,0.0786,3.31e-05,0.0948,0.751,0.176,136.133,323373.0,4,10
Momma,Biohazard,40.0,0.565,0.769,6.0,-7.863,0,0.0594,0.0135,0.794,0.171,0.464,124.069,145920.0,4,10
Ratt,Lay It Down,60.0,0.442,0.759,10.0,-13.475,1,0.0354,0.000402,0.0081,0.174,0.279,198.117,205560.0,4,8
21 Savage,Spiral,63.0,0.814,0.659,2.0,-4.475,1,0.0829,0.00155,0.0251,0.568,0.13,88.506,171527.0,4,5
Kasabian,Fire,66.0,0.525,0.742,10.0,-5.643,1,0.0311,0.0874,0.149,0.117,0.179,117.029,252280.0,4,1
Mark Roswell Trio,It Might As Well Be Spring,60.0,0.331,0.169,9.0,-18.095,0,0.0373,0.956,0.951,0.121,0.114,171.169,4.597333333,3,7
Jaded Heart,Reap What You Sow,24.0,0.459,0.934,11.0,-7.161,1,0.0764,2.63e-05,0.0116,0.332,0.441,169.93,186093.0,4,8
Eyal Golan,◊û◊õ◊ú ◊î◊ê◊î◊ë◊ï◊™ ◊î◊ñ◊û◊†◊ô◊ï◊™,41.0,0.613,0.414,6.0,-7.575,0,0.0276,0.627,,0.118,0.297,91.033,230422.0,3,9
The 1975,Chocolate,66.0,0.614,0.938,11.0,-4.461,1,0.0611,0.000532,,0.368,0.607,100.058,224674.0,4,10
Grouplove,Deleter,60.0,0.421,0.991,8.0,-3.678,1,0.124,3.81e-06,0.0466,0.13,0.446,159.998,234387.0,4,10
Bullet For My Valentine,Tears Don't Fall,64.0,0.214,0.931,7.0,-3.347,0,0.143,0.000705,3.09e-06,0.0797,0.233,162.115,348387.0,4,10
Michael Jackson,Billie Jean,84.0,0.92,0.654,11.0,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,293827.0,4,10
Daryl Hall & John Oates,She's Gone,65.0,0.523,0.341,4.0,-14.034,1,0.0388,0.313,0.000114,0.621,0.355,77.487,313373.0,4,10
Kaiser Chiefs,Oh My God,41.0,0.367,0.938,7.0,-4.643,1,0.0464,0.0052,5.18e-06,0.428,0.556,177.916,214880.0,4,10
Satellite Citi,Getaway,26.0,0.451,0.912,2.0,-4.33,1,0.0671,0.000452,0.00429,0.348,0.513,116.039,219141.0,4,6
Noga Erez,VIEWS,54.0,0.778,0.63,9.0,-7.135,0,0.182,0.216,,0.0968,0.705,97.035,165862.0,4,10
Hatchie,Adored,16.0,0.425,0.694,4.0,-9.29,1,0.0323,0.000405,0.000289,0.121,0.605,105.014,234427.0,4,6
Beige Banquet,Wired/Weird,23.0,0.648,0.95,1.0,-4.829,1,0.101,0.00227,0.776,0.0413,0.675,172.022,219053.0,4,6
Abiotic,Emerald,32.0,0.317,0.94,5.0,-9.713,1,0.142,0.000699,0.84,0.391,0.0754,112.506,285000.0,3,8
1349,Slaves,26.0,0.209,0.927,4.0,-7.263,0,0.101,1.82e-06,0.667,0.652,0.298,194.048,293320.0,4,8
Steve Cropper,Fire It Up,34.0,0.63,0.896,4.0,-4.437,1,0.0309,0.325,0.00152,0.712,0.829,91.077,182620.0,4,2
Bumpin Uglies,Cali Sober (with Pepper),40.0,0.72,0.789,1.0,-4.9,1,0.056,0.0166,0.0121,0.0605,0.681,140.101,210874.0,4,10
Joni Mitchell,Big Yellow Taxi,70.0,0.611,0.47,4.0,-9.135,1,0.0356,0.579,,0.581,0.97,85.527,134800.0,4,10
Cage The Elephant,Social Cues,69.0,0.668,0.913,9.0,-3.097,1,0.0348,0.0119,6.7e-06,0.111,0.933,132.039,219053.0,4,6
Arlo Parks,Hope,57.0,0.59,0.521,1.0,-8.823,0,0.0335,0.404,0.000101,0.357,0.423,99.165,270067.0,4,1
AUDREY NUNA,Top Again,12.0,0.771,0.546,,-6.096,0,0.149,0.119,9.33e-06,0.153,0.613,94.117,187467.0,4,9
The Sanctuary,hold on,,0.704,0.81,,-6.398,0,0.0583,0.0482,0.735,0.0768,0.27,127.001,208897.0,4,1
Makeup And Vanity Set,"A Glowing Light, a Promise",49.0,0.572,0.958,8.0,-4.526,1,0.047,0.651,0.886,0.105,0.0335,101.009,333810.0,4,6
Tash Sultana,Blame It On Society,56.0,0.624,0.559,9.0,-6.932,1,0.0465,0.469,0.000109,0.181,0.529,92.973,298350.0,4,6
I've Been The One (feat. Meg Baird),"Bill Callahan, Bonnie Prince Billy, Meg Baird",36.0,0.625,0.196,9.0,-11.448,1,0.0375,0.834,0.00185,0.0931,0.3,119.637,3.93045,4,0
Then Comes Silence,Strangers,39.0,0.425,0.936,2.0,-4.276,1,0.037,2.98e-06,0.823,0.0466,0.499,138.007,238560.0,4,10
Deep Purple,Space Truckin' - Remastered 2012,49.0,0.62,0.878,9.0,-9.064,1,0.0443,0.0264,0.776,0.235,0.708,129.236,272996.0,4,10
The Wombats,Cheetah Tongue,55.0,0.533,0.967,2.0,-3.066,1,0.057,0.0426,0.000432,0.132,0.603,95.008,219482.0,4,6
Bryan's Magic Tears,Ghetto Blaster,21.0,0.0993,0.735,2.0,-6.51,1,0.0403,1.77e-05,0.805,0.209,0.323,196.637,302811.0,4,10
Anna Zak,◊õ◊ú ◊î◊ó◊ë◊®◊ô◊ù ◊©◊ú◊ö,41.0,0.725,0.704,5.0,-6.522,0,0.111,0.227,0.000244,0.19,0.575,140.014,165817.0,4,5
Eagle-Eye Cherry,Save Tonight,72.0,0.547,0.707,,-8.74,1,0.0338,8.14e-05,0.000149,0.285,0.654,119.576,242733.0,4,10
X-Ray Spex,Germ Free Adolescents,45.0,0.832,0.704,7.0,-8.973,1,0.0707,0.201,0.0377,0.0937,0.905,128.41,194267.0,4,6
Galantis,Heartbreak Anthem (with David Guetta & Little Mix),57.0,0.595,0.784,1.0,-4.878,1,0.102,0.216,,0.0608,0.479,124.111,183726.0,4,9
Bathory,Hades,42.0,0.26,0.922,11.0,-7.592,0,0.104,3.03e-06,0.914,0.0802,0.2,101.185,170000.0,4,8
Dudu Tassa,2006,20.0,0.584,0.627,6.0,-7.598,0,0.0413,0.485,,0.109,0.809,139.965,237707.0,4,10
Riot In Belgium,La musique - Jbag's Boomboxed Re-Edit,27.0,0.573,0.929,3.0,-6.103,0,0.0458,0.000282,0.724,0.269,0.526,128.125,251867.0,4,1
"Kishore Kumar, Asha Bhosle",O Nigahe Mastana,8.0,0.504,0.322,5.0,-14.529,1,0.0388,0.944,3.57e-05,0.126,0.733,115.607,3.787783333,4,3
Eric Gales,Steep Climb,43.0,0.482,0.822,11.0,-7.153,1,0.0589,0.00344,0.013,0.17,0.562,78.98,326013.0,4,2
Nicole Atkins,Domino,50.0,0.773,0.634,4.0,-6.894,1,0.0279,0.449,0.469,0.0844,0.963,104.998,243770.0,4,9
YG,FTP,44.0,0.768,0.506,11.0,-8.749,0,0.236,0.0136,3.95e-05,0.349,0.395,99.978,162191.0,4,5
The Beach Boys,I Get Around (Mono),66.0,0.39,0.625,9.0,-7.813,0,0.0537,0.36,,0.0663,0.514,144.338,134387.0,4,10
Blue Stahli,Crimewave,46.0,0.622,0.812,2.0,-7.339,1,0.0324,8.53e-05,0.717,0.425,0.0556,121.982,162824.0,4,8
Bill Charlap Trio,The One I Love Belongs To Somebody Else,37.0,0.557,0.184,2.0,-21.95,1,0.0523,0.914,0.869,0.0978,0.516,107.2,5.021783333,4,7
Karen Nyame KG,Koko,38.0,0.812,0.725,8.0,-8.947,1,0.0579,0.0277,0.574,0.0826,0.617,115.038,172489.0,4,1
Philip Sayce,Burning Out,44.0,0.255,0.947,,-4.14,1,0.071,0.000103,,0.397,0.235,159.905,208974.0,4,10
Echo & the Bunnymen,The Killing Moon,61.0,0.568,0.829,7.0,-7.066,1,0.0303,0.218,0.00418,0.0976,0.79,124.201,348293.0,4,6
Gang Starr,DWYCK,53.0,0.911,0.614,7.0,-11.176,1,0.338,0.00432,8.75e-06,0.0985,0.601,99.025,243267.0,4,5
Pixey,Electric Dream,32.0,0.455,0.759,4.0,-5.268,1,0.0488,0.00814,0.0011,0.275,0.327,120.098,208992.0,4,6
The Rolling Stones,Sway - 2009 Mix,48.0,0.33,0.895,5.0,-3.435,1,0.0399,0.221,0.737,0.408,0.54,144.945,232533.0,4,10
Japandroids,North East South West,37.0,0.167,0.953,7.0,-2.919,1,0.0694,0.0472,,0.0941,0.46,145.06,260867.0,4,10
Stevie Nicks,Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) - 2016 Remaster,61.0,0.631,0.597,4.0,-7.382,0,0.026,0.379,0.00273,0.146,0.665,107.26,244440.0,4,10
A Static Lullaby,Stand Up,43.0,0.412,0.978,2.0,-3.076,1,0.123,4.75e-05,,0.168,0.353,151.991,222093.0,4,10
Ruth Dolores Weiss,Mishirei Eretz Ahavati,23.0,0.465,0.39,7.0,-6.993,0,0.0341,0.843,1.24e-05,0.127,0.338,130.559,308373.0,3,10
Red Hot Chili Peppers,Road Trippin',65.0,0.378,0.474,4.0,-8.202,0,0.0271,0.28,0.00138,0.117,0.38,102.379,204960.0,4,10
LAUREL,Appetite,51.0,0.644,0.842,7.0,-4.551,1,0.036,0.0296,0.000386,0.264,0.551,105.138,212280.0,4,6
Enuff Z'Nuff,Fly High Michelle,36.0,0.233,0.863,2.0,-4.319,1,0.0434,0.00999,,0.228,0.496,175.657,230827.0,4,10
Billie Jo Spears,Blanket On The Ground,55.0,0.465,0.519,5.0,-11.819,1,0.0239,0.394,0.00156,0.204,0.881,86.6,3.589333333,4,4
Thin Lizzy,The Boys Are Back In Town,75.0,0.445,0.706,8.0,-9.803,1,0.0461,0.234,0.000252,0.205,0.768,80.823,266720.0,4,10
The Collective Projekt,Dama Dam Mast Kalandar,10.0,0.232,0.895,2.0,-2.834,1,0.0517,0.66,,0.124,0.343,175.443,5.227266667,4,0
Omer Adam,◊û◊ê◊û◊ô ◊ñ◊î ◊†◊í◊û◊®,34.0,0.376,0.703,,-5.215,0,0.0517,0.741,,0.167,0.285,87.828,256227.0,4,9
The Cure,Lovesong - Remastered,66.0,0.611,0.791,9.0,-7.7,0,0.0286,0.326,0.862,0.217,0.856,140.12,208267.0,4,10
SZA,Good Days,89.0,0.436,0.655,1.0,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,279204.0,4,5
Backstreet Boys,In a World Like This - Live in Japan,17.0,0.528,0.835,7.0,-5.863,1,0.0384,0.00013,0.000207,0.923,0.542,125.02,3.878933333,4,9
Whitesnake,Your Precious Love - 2020 Remix,25.0,0.323,0.648,9.0,-5.122,1,0.0369,0.282,6.78e-06,0.169,0.338,182.234,273893.0,3,10
Yoke Lore,Truly Madly Deeply - Recorded at Spotify Studios NYC,68.0,0.675,0.368,,-14.072,0,0.0375,0.83,0.00158,0.136,0.176,106.004,190393.0,4,6
V√†li,Nordavindens Klagesang,41.0,0.482,0.33,2.0,-14.292,0,0.0342,0.836,0.85,0.128,0.177,129.951,177680.0,3,8
Virtual Mage,Aether,52.0,0.699,0.491,9.0,-10.454,1,0.0348,4.49e-05,0.811,0.119,0.693,123.968,206000.0,4,6
Family Jools,Georgia,40.0,0.664,0.664,6.0,-7.132,1,0.0498,0.284,0.000244,0.0627,0.674,74.931,211000.0,4,6
Spare Parts For Broken Hearts,Mush,31.0,0.554,0.915,8.0,-8.52,1,0.0522,0.00105,0.000231,0.13,0.327,127.997,220878.0,4,10
Yishai Kiczales,◊î◊ó◊ï◊û◊® ◊§◊î ◊ñ◊ï◊ú,5.0,0.631,0.513,7.0,-9.505,1,0.0292,0.283,1.03e-05,0.154,0.366,110.001,200962.0,4,6
Shlomi Shabat,◊î◊ê◊ì◊û◊ô◊®◊ú,19.0,0.338,0.421,4.0,-11.879,0,0.0309,0.635,7.83e-06,0.0655,0.356,97.064,247000.0,3,9
The Clash,Train in Vain (Stand by Me) - Remastered,65.0,0.762,0.722,2.0,-8.712,1,0.0428,0.0922,0.000368,0.132,0.966,122.769,194667.0,4,6
Moshe Peretz,◊õ◊û◊ï ◊î◊©◊ß◊ò,21.0,0.506,0.934,11.0,-3.496,0,0.0345,0.218,1.23e-06,0.217,0.898,165.05,203480.0,4,9
Maximo Park,Our Velocity,53.0,0.535,0.92,7.0,-4.39,0,0.0535,0.031,1.43e-05,0.0493,0.587,95.987,200387.0,4,6
grandson,Identity,52.0,0.495,0.731,8.0,-6.304,1,0.0458,0.000348,,0.0598,0.284,120.004,216000.0,4,10
Eels,Last Stop: This Town,44.0,0.65,0.729,4.0,-8.641,1,0.0434,0.37,0.544,0.323,0.752,103.706,207067.0,4,1
Ehud Banai,◊ë◊ú◊ï◊ñ ◊õ◊†◊¢◊†◊ô,41.0,0.469,0.447,7.0,-8.79,1,0.0257,0.586,2.55e-05,0.309,0.394,96.953,253040.0,4,10
Little Richard,Get Down with It,46.0,0.547,0.806,5.0,-8.947,1,0.0418,0.569,0.000146,0.427,0.971,141.78,3.244,4,10
Grimes,4√ÜM,60.0,0.482,0.905,7.0,-4.371,0,0.0418,0.00971,0.29,0.288,0.116,93.017,270983.0,4,6
070 Shake,Guilty Conscience,65.0,0.539,0.638,7.0,-6.049,1,0.136,0.00676,,0.123,0.222,179.822,213333.0,4,6
Electric Light Orchestra,Livin' Thing,70.0,0.549,0.651,,-7.097,1,0.0323,0.583,,0.121,0.368,122.818,212307.0,4,10
Awaken I Am,Roses,52.0,0.525,0.931,3.0,-3.304,0,0.0661,0.00238,1.34e-06,0.129,0.394,138.01,193309.0,4,8
beabadoobee,Together,44.0,0.595,0.838,11.0,-4.878,1,0.0334,0.00252,0.0776,0.0594,0.279,127.042,200280.0,4,6
Jacques Burtin,Las morillas de Jaén,29.0,0.516,0.0977,5.0,-23.899,1,0.087,0.912,0.873,0.0914,0.15,124.846,2.8703,4,7
Phani Narayana,Kurai Ondrum Illai - Ragamalika - Adi,14.0,0.687,0.596,2.0,-9.219,0,0.0614,0.349,0.196,0.107,0.731,159.968,333507.0,4,6
Gene Ammons,My Romance - Rudy Van Gelder Remaster,49.0,0.519,0.0422,1.0,-10.778,1,0.0537,0.966,0.929,0.124,0.397,130.436,4.215783333,3,7
Kenny Mason,Much Money (feat. Freddie Gibbs),56.0,0.753,0.605,8.0,-6.792,1,0.0832,0.0874,2.33e-05,0.169,0.37,112.991,187120.0,4,5
Boom Pam,Benƒ∞ Yalniz Koma,43.0,0.504,0.772,1.0,-4.886,0,0.0354,0.102,1.32e-05,0.108,0.708,127.065,218129.0,4,10
Career Woman,Teacher's Pet,28.0,0.427,0.931,,-4.202,1,0.0487,9.15e-06,0.024,0.169,0.383,150.102,236650.0,4,6
Yak,Fried,25.0,0.471,0.77,11.0,-5.136,0,0.0346,0.0004,4.75e-05,0.197,0.558,118.096,203001.0,4,6
Steely Dan,Hey Nineteen,65.0,0.952,0.301,2.0,-13.936,1,0.0612,0.0126,0.000931,0.0387,0.728,119.629,307400.0,4,10
Phantom Handshakes,Cricket Songs,33.0,0.494,0.514,1.0,-8.098,1,0.0269,0.272,0.877,0.104,0.26,133.982,230480.0,4,6
Solence,Deafening,55.0,0.42,0.949,7.0,-6.214,1,0.189,0.000181,0.00498,0.101,0.171,77.064,227379.0,4,10
T-Pain,I Like Dat,66.0,0.565,0.491,1.0,-6.902,1,0.221,0.0049,,0.137,0.337,175.694,242085.0,4,9
Bloody Knees,Not Done,36.0,0.401,0.827,5.0,-5.243,1,0.0499,0.00866,2e-06,0.134,0.324,125.025,239602.0,4,10
Arctic Monkeys,When The Sun Goes Down,73.0,0.348,0.875,11.0,-4.758,0,0.199,0.0341,,0.117,0.407,169.152,202133.0,4,1
Amaarae,LEAVE ME ALONE,49.0,0.752,0.634,,-6.764,1,0.0928,0.523,0.531,0.102,0.521,99.975,156365.0,4,9
James Vincent McMorrow,Paradise,40.0,0.706,0.518,2.0,-11.036,1,0.0509,0.1,0.00044,0.077,0.616,87.626,220440.0,4,9
